game_year,family,cell_id,pitches,n_pitchers,usage_share,balanced,whiff_pct,csw_pct,rv100,xwobacon,rv100_rel,csw_pct_rel
2021,FF,FF|48|3|3,2660,150,0.00375,True,16.86391,25.26316,-0.76158,0.33639,-0.76404,-2.55891
2021,FF,FF|48|4|0,2909,163,0.00411,True,24.08759,26.64146,0.59464,0.30373,0.59218,-1.18061
2021,FF,FF|48|4|1,7690,285,0.01086,True,23.65351,27.6723,1.15542,0.29271,1.15296,-0.14977
2021,FF,FF|48|4|2,6035,271,0.00852,True,23.70581,27.73819,0.77748,0.30123,0.77502,-0.08388
2021,FF,FF|48|4|3,1550,124,0.00219,True,23.48578,28.19355,1.16994,0.29519,1.16748,0.37148
2021,FF,FF|48|5|1,1087,103,0.00153,True,33.15972,33.39466,3.24517,0.21913,3.24271,5.57259
2021,FF,FF|48|5|2,537,94,0.00076,False,37.96992,37.24395,1.16797,0.2955,1.16551,9.42188
2021,FF,FF|49|3|1,612,95,0.00086,True,23.72372,23.85621,-0.84297,0.29166,-0.84543,-3.96586
2021,FF,FF|49|3|2,1426,103,0.00201,True,21.57395,22.93128,-0.81178,0.30187,-0.81424,-4.8908
2021,FF,FF|49|3|3,713,62,0.00101,True,20.97187,26.36746,1.66031,0.28292,1.65785,-1.45461
2021,FF,FF|49|4|0,666,51,0.00094,True,21.08262,24.17417,1.36682,0.2871,1.36436,-3.6479
2021,FF,FF|49|4|1,1618,97,0.00228,True,25.94286,27.19407,1.23956,0.2726,1.2371,-0.62801
2021,FF,FF|49|4|2,1689,101,0.00238,True,27.12238,27.35346,1.82108,0.25022,1.81862,-0.46861
2021,SI,SI|43|1|3,633,40,0.00089,False,13.75839,29.38389,-0.87093,0.38654,-0.87339,1.56181
2021,SI,SI|43|2|3,848,44,0.0012,False,8.23171,31.7217,-0.12524,0.34175,-0.12769,3.89963
2021,SI,SI|44|1|3,1289,98,0.00182,True,11.90476,25.83398,-0.65431,0.3656,-0.65676,-1.98809
2021,SI,SI|44|1|4,816,83,0.00115,True,11.73184,29.28922,-0.97439,0.40841,-0.97685,1.46714
2021,SI,SI|44|2|3,1716,130,0.00242,True,9.71272,26.34033,-0.85845,0.38113,-0.86091,-1.48175
2021,SI,SI|44|2|4,745,91,0.00105,False,8.76623,28.18792,-0.85919,0.39097,-0.86165,0.36585
2021,SI,SI|44|3|3,1047,84,0.00148,False,10.2381,25.97899,-2.28042,0.42334,-2.28288,-1.84308
2021,SI,SI|45|0|3,822,79,0.00116,True,13.07506,27.73723,-0.26667,0.38794,-0.26912,-0.08485
2021,SI,SI|45|0|4,1051,89,0.00148,True,13.16872,27.30733,0.42093,0.33356,0.41847,-0.51475
2021,SI,SI|45|1|2,565,79,0.0008,False,10.35857,25.84071,-2.24531,0.41136,-2.24777,-1.98136
2021,SI,SI|45|1|3,2145,161,0.00303,True,11.65254,25.59441,-1.99319,0.38095,-1.99565,-2.22767
2021,SI,SI|45|1|4,1968,156,0.00278,True,12.3723,26.06707,0.48699,0.32963,0.48453,-1.755
2021,SI,SI|45|2|2,713,105,0.00101,False,12.41379,25.24544,-0.51304,0.33352,-0.5155,-2.57663
2021,SI,SI|45|2|3,3418,209,0.00482,True,10.9724,25.83382,-0.01147,0.37137,-0.01393,-1.98825
2021,SI,SI|45|2|4,2582,178,0.00364,True,11.92825,28.54376,0.3933,0.36919,0.39084,0.72169
2021,SI,SI|45|3|2,738,102,0.00104,False,11.42857,24.93225,-0.24309,0.38802,-0.24555,-2.88982
2021,SI,SI|45|3|3,2424,184,0.00342,True,10.55608,27.39274,-0.35516,0.37975,-0.35761,-0.42933
2021,SI,SI|45|3|4,839,124,0.00118,False,11.04651,26.57926,1.10024,0.37108,1.09778,-1.24281
2021,SI,SI|46|0|3,1064,81,0.0015,True,16.05416,24.24812,0.05752,0.33299,0.05506,-3.57395
2021,SI,SI|46|0|4,1068,96,0.00151,True,16.7019,27.52809,-0.0462,0.34153,-0.04866,-0.29398
2021,SI,SI|46|1|2,824,87,0.00116,True,14.24501,25.12136,-0.96869,0.38403,-0.97115,-2.70071
2021,SI,SI|46|1|3,3256,186,0.0046,True,11.59047,24.17076,-0.23569,0.34509,-0.23815,-3.65131
2021,SI,SI|46|1|4,3124,190,0.00441,True,13.05278,26.08835,-0.01799,0.33743,-0.02045,-1.73372
2021,SI,SI|46|2|2,1212,134,0.00171,True,9.07441,23.76238,-0.59901,0.37312,-0.60147,-4.0597
2021,SI,SI|46|2|3,5912,251,0.00835,True,11.56609,25.89648,0.03182,0.35437,0.02936,-1.92559
2021,SI,SI|46|2|4,4462,230,0.0063,True,13.71371,27.47647,0.07302,0.35629,0.07056,-0.3456
2021,SI,SI|46|3|2,1340,140,0.00189,True,17.08968,26.71642,-1.60679,0.38975,-1.60925,-1.10565
2021,SI,SI|46|3|3,4492,233,0.00634,True,14.74045,27.76046,-0.32959,0.35938,-0.33204,-0.06161
2021,SI,SI|46|3|4,1560,153,0.0022,True,15.04298,28.07692,0.41929,0.3373,0.41684,0.25485
2021,SI,SI|46|4|2,545,82,0.00077,False,16.66667,26.6055,-0.86257,0.36251,-0.86503,-1.21657
2021,SI,SI|46|4|3,509,101,0.00072,False,17.41071,30.64833,0.44676,0.33917,0.4443,2.82626
2021,SI,SI|47|0|3,634,64,0.00089,True,16.42857,27.60252,-1.52571,0.36293,-1.52817,-0.21955
